claim_id	word_pos	readability	model	claim	label
440	عَمَل_noun	1	GPT4	عمل الطبيب العربي ابن سينا على كتاب القانون في الطب الذي أثر على العالم.	FC
4288	أَعْطَى_verb	2	GPT4	أعطى العالم العربي الحسن بن الهيثم إسهامات هامة في مجال البصريات وعلم التفسير البصري.	FC
9553	مُحادَثَة_noun	3	ChatGPT	تعتبر محادثة العربية الفصحى اللغة الرسمية في 26 دولة حول العالم.	FI
145	عَن_prep	1	ChatGPT	يعتبر النفط مورداً هاماً للدول العربية عن الإيرادات.	FC
4620	سَعَى_verb	3	GPT4	سعى جمال عبد الناصر لتحقيق الوحدة العربية من خلال اتحاد مصر وسوريا في دولة واحدة تحت مسمى الجمهورية العربية المتحدة.	FC
8726	تِجارَة_noun	1	GPT4	تعتبر تجارة النفط الخام من أكبر الصناعات على مستوى العالم وتمثل مصدراً أساسياً للطاقة.	FC
4161	ظَلّ_verb	3	ChatGPT	ظل الشجرة يوفر الظل الكافي للجلوس تحتها في الأيام الحارة.	FC
5890	مَعْنَى_noun	1	GPT4	في العلم الفلكي، معنى "مراكز الكواكب" هو نقاط محورية حولها تدور الكواكب.	FC
8764	مُؤَكِّد_adj	3	ChatGPT	تم تأكيد أن الحرائق التي اندلعت في الأمازون تسببت في خسارة ملايين الأشجار.	FC
9769	مَرْكَزِيّ_adj	4	GPT4	تأسس البنك المركزي المصري في عام 1961 ويعمل على حفظ الاستقرار النقدي وتعزيز النمو الاقتصادي.	FC
3392	جُنْدِيّ_noun	1	ChatGPT	يتلقى الجنود تدريبًا عسكريًا لتنفيذ المهام الموكلة إليهم.	NF
9612	ٱِعْتِماد_noun	2	ChatGPT	تعتمد الشركات على الإعلان لزيادة مبيعاتها.	FC
4359	مَوْضُوع_noun	1	GPT4	يقدم موضوع العمارة الإسلامية في الأندلس نظرة على الفن والتصاميم المعمارية الفريدة التي ازدهرت في الجزيرة الإيبيرية خلال العصور الوسطى.	FC
6746	جُزْء_noun	1	GPT4	يتكون جزء المادة من ذرات أو جزيئات تتواصل بينها بواسطة الروابط الكيميائية.	FC
9425	سَرِير_noun	1	ChatGPT	تجاوز عدد السكان في الهند حاجز المليار و 300 مليون نسمة.	FC
3342	شاء_verb	3	ChatGPT	لم يشاء القدر للفريق الأحمر الفوز بالمباراة النهائية.	NF
2248	وَطَنِيّ_adj	2	GPT4	يعتبر التعليم في وطني الأردن من أفضل المستويات في المنطقة العربية ويضم جامعات مرموقة مثل الجامعة الأردنية وجامعة العلوم والتكنولوجيا.	FI
54	كان_verb	1	ChatGPT	كانت الحرب العالمية الأولى تعرف بـ "حرب الأمم" وشاركت فيها 32 دولة.	FI
4407	رَدّ_noun	1	GPT4	رد الفعل الفزيائي لا يغير تركيب المادة الكيميائي.	FC
1893	قائِل_adj	2	ChatGPT	قائل القرآن الكريم هو الله تعالى.	NF
9666	سَقْف_noun	1	GPT4	سقف السرعة للقطارات اليابانية الشهيرة Shinkansen هو حوالي 320 كم/س.	FI
5756	تَنْمِيَة_noun	3	GPT4	تنمية الموارد البشرية تعتبر أحد أهم مكونات تطور الأمم وتقدمها.	FC
781	سَمِع_verb	1	ChatGPT	سمع الجميع صوت الانفجار في مدينة بيروت.	NF
740	أَيّ_noun_quant	1	GPT4	أي أو أس هي نظام تشغيل للأجهزة المحمولة من تطوير شركة آبل.	FC
8194	رَئِيسِيّ_adj	3	ChatGPT	العاملون في المصنع يعملون على تحسين الجودة الرئيسية للمنتجات.	NF
6310	قَوِيّ_adj	1	GPT4	تعتبر النسور من الطيور القوية والمفترسة التي تمتاز بنظرها القوي وقدرتها على التحليق لمسافات طويلة.	FC
470	عاد_verb	1	GPT4	عاد الكاتب نجيب محفوظ إلى الأدب بعد فترة طويلة من الصمت برواية "الحب فوق هضبة الهرم" في عام 2005.	FI
3105	صَغِير_adj	1	ChatGPT	المريخ هو الكوكب الرابع من حيث المسافة عن الشمس ولكنه يحتوي على أصغر قطر في النظام الشمسي.	FI
2978	سِعْر_noun	1	GPT4	سعر تذكرة المترو في القاهرة هو 5 جنيهات مصرية.	NF
2293	عَلاقَة_noun	1	ChatGPT	العلاقة بين الإنسان والحيوانات تعتبر من العلاقات الطبيعية المهمة.	FC
1980	وِزارَة_noun	3	GPT4	في تونس، تأسست وزارة الفلاحة والموارد المائية والصيد البحري في عام 2015.	FC
9925	صِراع_noun	3	ChatGPT	يعد صراع العرب والإسرائيليين من أطول الصراعات في التاريخ الحديث.	NF
6945	دَيْر_noun	4	ChatGPT	دير السيدة زينب هو مسجد في القاهرة، مصر.	FC
2771	حَقِيقَة_noun	1	ChatGPT	حقيقة أن الأردن هو المملكة الوحيدة في العالم التي تحتوي على البحر الميت.	FI
4935	دَعْوَة_noun	2	ChatGPT	تم إصدار دعوة رسمية لرئيس الوزراء البريطاني لزيارة المملكة العربية السعودية.	NF
529	لَيْسَ_verb	1	GPT4	ليس كوكب الأرض مسطحًا، بل هو كروي الشكل.	FI
7215	جُمْلَة_noun	1	ChatGPT	يمكن تحويل الجملة العربية من النفي إلى التأكيد بتغيير بعض الكلمات فيها.	FC
4253	تَعْلِيم_noun	1	ChatGPT	تعتمد الجامعات الأميركية على نظام التعليم الجامعي الراسخ.	NF
6279	تَوَلَّى_verb	3	GPT4	تولى الشيخ زايد بن سلطان آل نهيان رئاسة دولة الإمارات العربية المتحدة منذ تأسيسها في عام 1971 حتى وفاته في عام 2004.	FC
6745	جُزْء_noun	1	ChatGPT	جزء من الجهاز الهضمي يتكون من الأمعاء الدقيقة.	FC
1410	ذُو_noun	3	GPT4	ذو النورين هو لقب الخليفة عثمان بن عفان ثالث الخلفاء الراشدين.	FC
3500	قَلِيل_adj	1	GPT4	يحتوي الشاي الأخضر على قليل من الكافيين مقارنة بالشاي الأسود والقهوة.	FC
163	لَمْ_part_neg	2	ChatGPT	لم يتم العثور على أي دليل على وجود الأساطير الرومانية في العالم العربي.	FC
9040	ٱِسْتَقْبَل_verb	1	GPT4	استقبلت مدينة ريو دي جانيرو الألعاب الأولمبية الصيفية في عام 2016.	FC
636	جَدِيد_adj	1	GPT4	الهاتف الذكي جديد من شركة أبل يحتوي على ميزات متطورة ومعالج أسرع.	NF
8221	ظَرْف_noun	3	ChatGPT	الظرف الزمني للمشروع هو سنتان.	NF
5040	غَرْبِيّ_adj	3	GPT4	منطقة الغربي في المملكة المتحدة هي إحدى أركان المملكة المتحدة.	NF
3899	خَيْر_noun	1	GPT4	تعتبر جائزة دبي للقرآن الكريم والتي تمنح لأفضل قارئ منافسة يعتبر فيها القرآن الكريم خير دليل.	FC
9919	غِياب_noun	2	GPT4	تسبب غياب الفنادق في مدن الحجاز إلى ارتفاع أسعار الإيجارات بشكل كبير خلال موسم الحج والعمرة.	NF
5833	رابِع_adj_num	1	ChatGPT	يتميز كوكب المريخ بوجود جبال ووديان وبراكين على سطحه.	FC
5174	أَبْيَض_adj	1	ChatGPT	الخيول الأبيض هي من السلالات الأكثر شهرة في العالم.	FI
9345	سَعِيد_adj	1	ChatGPT	سعيد هو اسم شخصية في فيلم الرسوم المتحركة "الأميرة والضفدع".	FI
1130	نَظَر_verb	1	GPT4	يعتمد التنظيم النظري للمكتبات على قواعد معينة تسهل الوصول إلى المعلومات والمصادر.	NF
3471	مُنَظَّمَة_noun	4	ChatGPT	منظمة الصحة العالمية هي منظمة دولية تابعة للأمم المتحدة.	FC
8229	ظَرْف_noun	3	GPT4	ظروف المناخ تؤثر على توزيع النباتات والحيوانات على سطح الأرض.	FC
1205	أَمْس_noun	1	ChatGPT	أمس تم إعلان نتائج الانتخابات الرئاسية في البلاد.	NF
3620	رَسْمِيّ_adj	3	GPT4	من أهم الرياضات الرسمية في الدول العربية هي كرة القدم وكرة السلة والجودو.	FI
3833	ٱِنْتَهَى_verb	2	ChatGPT	انتهت مهلة التقديم لوظيفة الأمين العام للأمم المتحدة.	NF
9141	نَفَّذ_verb	4	ChatGPT	نفذت الكمية المخصصة من الوقود في السفينة.	NF
2155	مَسْؤُول_noun	3	ChatGPT	يشغل المسؤول عن الطاقة في الجزائر منصب وزير الطاقة والمناجم.	FC
6447	إِثْرَ_noun	5	GPT4	إثر توقيع معاهدة توردسيا في عام 1494، تم تقسيم الأراضي الجديدة بين إسبانيا والبرتغال.	FI
1280	صاحِب_noun	1	GPT4	صاحب فكرة علم الاقتصاد الكلاسيكي هو آدم سميث، الذي كتب كتاب "ثروة الأمم" في عام 1776.	FC
6423	إِرْهاب_noun	3	ChatGPT	يعتبر تنظيم القاعدة من أشهر المنظمات الإرهابية في العالم.	FI
7849	رَفَع_verb	1	GPT4	اعتبارًا من سبتمبر 2021، تم رفع سن التقاعد في المملكة المتحدة إلى 66 عامًا.	FC
5496	سَفِينَة_noun	1	GPT4	سفينة تيتانيك غرقت في أبريل 1912 بعد اصطدامها بجبل جليدي في المحيط الأطلسي.	FC
1953	صُورَة_noun	1	ChatGPT	صورة الأقمار الصناعية تستخدم في تحديد المواقع الجغرافية.	FC
494	أَحَد_noun	1	ChatGPT	أحد أشهر الأفلام العربية هو فيلم "الخلية" الذي صدر عام 2017.	FI
743	حَتَّى_conj_sub	1	ChatGPT	حتى الآن، لم يتم العثور على علاج فعال لفيروس كورونا المستجد.	FC
8795	جُمْهُور_noun	1	ChatGPT	جمهور سوريا يتجاوز الـ 17 مليون نسمة.	FI
1680	أَهْل_noun	1	GPT4	أهل العلم هم العلماء والمثقفون الذين يمتلكون معرفة عميقة في شتى المجالات العلمية والدينية والفكرية.	FC
1925	حِزْب_noun	4	ChatGPT	حزب الاتحاد الديمقراطي هو حزب سياسي كردي في سوريا تأسس عام 2011.	FI
4438	فَكَّر_verb	1	GPT4	أسس الفيلسوف الألماني إيمانويل كانت مفهوم "نقد الفكر الخالص" في كتابه الشهير "نقد العقل الخالص".	FC
8376	كَأَنَّما_part	3	GPT4	كأنما تعتبر الأرض مغناطيساً ضعيفاً، إذ تنشأ فيها تيارات كهربائية نتيجة حركة النواة السائلة فيها.	FI
8520	إِقْلِيمِيّ_adj	4	GPT4	تأسست منظمة الشرق الأوسط للتنمية الإقليمية في عام 2007 لتحسين التعاون الإقليمي بين البلدان العربية.	NF
760	عَلِم_verb	1	GPT4	يشتهر العلم أحمد زويل بتطوير علم الفيمتوكيمياء.	FC
8295	مُحامِي_noun	2	ChatGPT	يمكن للمحامي أن يعمل في مكاتب المحاماة الكبيرة أو يفتح مكتبه الخاص.	FC
1519	بَلَغ_verb	3	GPT4	تبلغ مدة اليوم الفلكي على الأرض حوالي 23 ساعة و56 دقيقة و4 ثوان.	FC
5784	ٱِعْتِبار_noun	3	ChatGPT	تم اعتبار العربية الفصحى لغة رسمية في 27 دولة عربية.	FI
